100	0.171092	0.002233	0.054362	0.001257	0.001790	0.005848
200	0.168751	0.000674	0.053395	0.000431	0.000354	0.004013
300	0.169028	0.001003	0.056636	0.000881	0.000748	0.004167
400	0.168822	0.000805	0.054840	0.001015	0.000541	0.004128
500	0.169217	0.000588	0.053218	0.000709	0.000320	0.001626
1000	0.169847	0.000502	0.054852	0.000785	0.000175	0.001405
1500	0.169052	0.000345	0.054002	0.000751	0.000168	0.001720
2000	0.169617	0.000444	0.054571	0.001249	0.000148	0.001221
