100	0.170572	0.001632	0.049807	0.002404	0.000774	0.008565
200	0.169434	0.000762	0.051041	0.001340	0.000379	0.005274
300	0.168052	0.000480	0.047626	0.000489	0.000256	0.003388
400	0.167992	0.000323	0.053043	0.000466	0.000209	0.003322
500	0.167825	0.000429	0.050781	0.000401	0.000146	0.003977
1000	0.167791	0.000164	0.051386	0.000456	0.000078	0.001784
1500	0.167963	0.000164	0.051725	0.000814	0.000068	0.001341
2000	0.167667	0.000149	0.051583	0.000436	0.000053	0.001163
